matchup,pick,f5_prob,full_prob,f5_full_delta,p_model,pick_prob,p_model_shadow_phase4,bp_min,fair_prob,edge_pp,ev_per_dollar,kelly_full,kelly_quarter,kelly_eighth,ump_k_pct_delta,ump_bb_pct_delta,home_lineup_concentration,away_lineup_concentration,hl_bullpen_xwoba_gap,pen_strain_pick_side,home_sp_k_pct,away_sp_k_pct,home_sp_name,away_sp_name,tier,signals,why_skipped,odds_status,stress_warnings,confidence_downgrade,pred_winp_mc,pred_runs_mc,grade,grade_score,grade_reasons,pre_cap_score,pre_cap_grade,pqi_diff,team_quality_mod,away_top_5_batters_json,home_top_5_batters_json,away_bvp_top5_json,home_bvp_top5_json
BOS @ TB,TB,0.6081,0.6335,0.0254,0.6335,0.6335,0.6388,2468.0,0.5841,4.94,0.1028,0.1388,0.0347,0.0173,0.0,0.0,1.433,1.107,-0.0062,0.0932,24.79,19.73,Drew Rasmussen,Jake Bennett,SKIP,,tier SKIP -> stake_mult=0,fetched,,False,,,B,2,"PQI confirms pick (Δ=+10.8) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.02) (+1)",2,B,10.82692621597512,1,[],[],[],[]
NYY @ CLE,NYY,0.6105,0.4867,0.1238,0.5133,0.5133,0.5313,3121.0,0.4823,3.1,0.0574,0.0542,0.0135,0.0068,0.0,0.0,1.112,1.432,-0.0023,0.1014,25.19,24.31,Parker Messick,Carlos Rodón,GOLD,F2_xwoba_gap=0.024,"edge +3.10pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,bullpen_fatigue,True,,,C,0,"F-signal fires (+1) | SP edge 0.34 xERA agrees with pick (+2) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.04) (+1) | [HARD CAP 8] bottom-bucket marginal-favorite (pick_prob=0.519 in (0.50, 0.52], edge_pp=+3.1pp <= +12) on tier-elevated pick (score 4 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.519 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=4]",4,A-,2.8638582614863495,1,[],[],[],[]
WSH @ SF,WSH,0.5243,0.4544,0.0699,0.5456,0.5456,0.5313,2911.0,0.4654,8.03,0.1622,0.1435,0.0359,0.0179,0.0,0.0,1.155,1.302,0.0078,0.1029,21.64,21.43,Robbie Ray,Foster Griffin,GOLD,F2_xwoba_gap=0.029,tier GOLD -> stake_mult=0,fetched,,False,,,C,0,"F-signal fires (+1) | SP edge 0.72 xERA agrees with pick (+2) | PQI confirms pick (Δ=-11.6) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.00) (+1) | [HARD CAP 7] pick-side bullpen disadvantage (hl_bullpen_xwoba_gap=+0.0078 >= 0) on tier-elevated pick (score 5 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.519 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=5]",5,A,-11.601935942787861,1,[],[],[],[]
CIN @ SD,CIN,0.6295,0.4657,0.1638,0.5343,0.5343,0.5313,3170.0,0.3727,16.16,0.3518,0.2299,0.0575,0.0287,0.0,0.0,1.153,1.079,0.0247,0.0955,21.74,16.54,Michael King,Brady Singer,SKIP,,"fair_prob 0.373 < 0.42 | edge +16.16pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,bullpen_fatigue,True,,,D,-2,SP edge 2.05 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+29.9) (-1) | Stage 1/2 agree (Δ=0.05) (+1),-2,D,29.892021325782242,0,[],[],[],[]
SEA @ BAL,BAL,0.3996,0.6377,0.2381,0.6377,0.6377,0.6525,3258.0,0.4682,16.95,0.3456,0.25,0.0778,0.0389,0.0,0.0,1.078,0.986,0.0031,0.1043,17.21,20.56,Brandon Young,George Kirby,SKIP,,"edge +16.95pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,bullpen_fatigue,True,,,D,-3,"SP edge 1.00 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-8.8) (-1) | team_quality modifier (-1; DISABLED, score+=0)",-3,D,-8.78080584558721,-1,[],[],[],[]
LAD @ PIT,LAD,0.3174,0.3812,0.0638,0.6188,0.6188,0.5637,2650.0,0.6763,-5.74,-0.0411,0.0,0.0,0.0,0.0,0.0,1.247,1.261,-0.0054,0.1116,22.75,30.85,Jared Jones,Shohei Ohtani,GOLD,F2_xwoba_gap=0.023,"edge -5.74pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,,False,,,B-,1,"F-signal fires (+1) | PQI confirms pick (Δ=-29.5) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.03) (+1) | [HARD CAP 1] negative-edge GOLD (-5.7pp < 0) prevents GOLD confirmation (score 3 -> 1) | [PRE_CAP_SCORE=3]",3,B+,-29.46336658759425,1,[],[],[],[]
ARI @ MIA,TBD,,,,,,,,,,,,,,,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,Ryan Gusto has only 85 Statcast pitches season-to-date; need 100+ to score,pending_sp_data,,False,,,C,0,pending_sp_data — ungraded (probable SP not yet announced),0,C,,,[],[],[],[]
PHI @ TOR,TOR,0.398,0.5911,0.1931,0.5911,0.5911,0.6328,2737.0,0.4159,17.52,0.3596,0.25,0.0692,0.0346,0.0,0.0,1.11,1.229,-0.0093,0.0932,18.86,24.32,Max Scherzer,Jesús Luzardo,SKIP,,"fair_prob 0.416 < 0.42 | edge +17.52pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,,False,,,D,-1,"SP edge 3.34 xERA AGAINST pick (-1) [small-sample SP, min_pa=84] | PQI AGAINST (late-game-degradation) pick (Δ=-34.7) (-1) | Stage 1/2 agree (Δ=0.08) (+1)",-1,D,-34.65990560755057,0,[],[],[],[]
STL @ NYM,STL,0.385,0.4807,0.0957,0.5193,0.5193,0.6044,2788.0,0.4447,7.47,0.1425,0.1187,0.0297,0.0148,0.0,0.0,1.19,1.144,0.015,0.0974,23.98,17.13,Austin Warren,Andre Pallante,SKIP,,tier SKIP -> stake_mult=0,fetched,,False,,,C,0,"team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.06) (+1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.519 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=1]",1,B-,2.7621835785358613,1,[],[],[],[]
TEX @ KC,TEX,0.2994,0.2713,0.0281,0.7287,0.7287,0.5717,2265.0,0.5318,19.7,0.3852,0.125,0.05345,0.0267,0.0,0.0,1.242,1.076,-0.0034,0.1115,21.04,24.26,Seth Lugo,MacKenzie Gore,GOLD,F1_xera_gap=1.39*,"model_prob 0.729 outside [0.48,0.72] | edge +19.70pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,calibration_caution_18_25pp,False,,,A,5,F-signal fires (+1) | SP edge 1.15 xERA agrees with pick (+2) | PQI confirms pick (Δ=-18.0) (+1) | Stage 1/2 agree (Δ=0.00) (+1),5,A,-18.002073814944524,0,[],[],[],[]
CHC @ COL,COL,0.3078,0.5181,0.2103,0.5181,0.5181,0.6563,2278.0,0.3771,14.1,0.3109,0.2032,0.0508,0.0254,0.0,0.0,1.071,1.16,0.008,0.0983,16.22,23.86,Michael Lorenzen,Shota Imanaga,SKIP,,fair_prob 0.377 < 0.42 | tier SKIP -> stake_mult=0,fetched,,False,,,D,-2,"SP edge 2.25 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-32.4) (-1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.10) (+1)",-2,D,-32.35297525612542,-1,[],[],[],[]
HOU @ LAA,HOU,0.7016,0.4627,0.2389,0.5373,0.5373,0.5313,2960.0,0.4682,6.91,0.1337,0.1205,0.0301,0.0151,0.0,0.0,1.207,1.242,-0.0027,0.1093,29.43,20.62,Reid Detmers,Peter Lambert,SKIP,,tier SKIP -> stake_mult=0,fetched,acute_roster,True,,,D,-2,"SP edge 1.05 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+14.7) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.10) (+1)",-2,D,14.706639337485761,1,[],[],[],[]
MIN @ DET,TBD,,,,,,,,,,,,,,,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,Probable SP not yet announced for MIN (away); will fill in next workflow run (needs 100+ Statcast pitches once announced to score),pending_sp_data,,False,,,C,0,pending_sp_data — ungraded (probable SP not yet announced),0,C,,,[],[],[],[]
ATL @ CHW,TBD,,,,,,,,,,,,,,,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,Probable SP not yet announced for CHW (home); will fill in next workflow run (needs 100+ Statcast pitches once announced to score),pending_sp_data,,False,,,C,0,pending_sp_data — ungraded (probable SP not yet announced),0,C,,,[],[],[],[]
MIL @ OAK,TBD,,,,,,,,,,,,,,,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,Probable SP not yet announced for MIL (away); will fill in next workflow run (needs 100+ Statcast pitches once announced to score),pending_sp_data,,False,,,C,0,pending_sp_data — ungraded (probable SP not yet announced),0,C,,,[],[],[],[]
